segment_id,recording_id,speaker_group_id,dataset_split,segmentation_version,start_seconds,end_seconds,duration_seconds,audio_path,review_status,transcription,final_selection
REC134_SEG0003,REC134,SPK009,train,vad_v2_spk009,17.848,22.984,5.136,data/processed/segments/REC134/REC134_SEG0003.wav,reviewed,war da ittɣimi ura d ijjen wezru x wezru nneɣni i war ittnehdim,no
REC134_SEG0004,REC134,SPK009,train,vad_v2_spk009,23.704,39.24,15.536,data/processed/segments/REC134/REC134_SEG0004.wav,reviewed,rami tuɣa iqqim x wedrar n zzitun qibac i zzawect tameqqrant sseqsan t buṭrus d yaɛqub d yuḥanna d andrawus rami ten tuɣa weḥḥedsen ini aneɣ mermi i ɣa yiri man aya u man ad tiri reɛramet aqa marra aya,no
REC134_SEG0005_PART01,REC134,SPK009,train,vad_v2_spk009,39.672,52.224,12.552,data/processed/segments/REC134/REC134_SEG0005_PART01.wav,reviewed,ibda yasuɛ iqqar asen xzarem ḥima war kenniw iɣekkwi ḥed aqa attas ad dd asen s yisem inu qqaren aqa d necc uca ad ɣarren attas mara tesrim x imenɣan d,no
REC134_SEG0005_PART02,REC134,SPK009,train,vad_v2_spk009,52.224,64.776,12.552,data/processed/segments/REC134/REC134_SEG0005_PART02.wav,reviewed,rexbar n rbaruḍ war ttnexriɛem ca minzi s uɣir ad yiri man aya maca war ittiri ɛad d aneggar minzi rgens ad ikkar ḍidd i rgens nneɣni u tageldit ḍidd i tgeldit nneɣni,no
REC134_SEG0006,REC134,SPK009,train,vad_v2_spk009,65.112,73.896,8.784,data/processed/segments/REC134/REC134_SEG0006.wav,reviewed,ad irin inhezzan n ṭammurṭ zeg wemcan ɣar wemcan nneɣni uca ad yiri raz d uɣewwuɣ timesrayin a d beddu n rewjeɛ n tarwa,no
REC134_SEG0007_PART01,REC134,SPK009,train,vad_v2_spk009,74.232,87.776,13.544,data/processed/segments/REC134/REC134_SEG0007_PART01.wav,reviewed,xzarem ixef nwem minzi ad kenniw sellmen i tudrin n ccreɛ ad kenniw hettken s urekkuḍ ḍi temzidawin nsen uca ad kenniw ssiwḍen ɣar ijedjiden d rḥukkam ḍi ssibbet inu d cch,no
REC134_SEG0007_PART02,REC134,SPK009,train,vad_v2_spk009,87.776,101.32,13.544,data/processed/segments/REC134/REC134_SEG0007_PART02.wav,reviewed,adet i niṭni maca ɣar umezwar ittxessa ad ittwabarreḥ s rexbar asebḥan ḍi marra regnus xmi kenniw i ɣa gewwden ḥima ad kenniw sellmen war kessim s wemnus qber zi min ɣa tinim,no
REC134_SEG0008,REC134,SPK009,train,vad_v2_spk009,101.528,115.08,13.552,data/processed/segments/REC134/REC134_SEG0008.wav,reviewed,war ḍayes txarrisem ca maca min ma d awem i ɣa immewcen ḍi ṭsaɛɛet nni siwrem zzayes minzi war tedjim d kenniw i issawaren maca d arruḥ iqeddsen,no
REC134_SEG0009_PART01,REC134,SPK009,train,vad_v2_spk009,115.32,128.96,13.64,data/processed/segments/REC134/REC134_SEG0009_PART01.wav,reviewed,umas ad isellem umas maḥend ad t nɣen u babas ad isellem mmis uca ad tekkar tarwa x lwalidin nnes uca ad ten nɣen ad kenniw carhen marra ḍi ssibbet n yise,no
REC134_SEG0009_PART02,REC134,SPK009,train,vad_v2_spk009,128.96,142.6,13.64,data/processed/segments/REC134/REC134_SEG0009_PART02.wav,reviewed,m inu maca wenni i ɣa isbaren ar aneggar ad ittwassenjem xmi ɣa tzarem nnɛi n wareyyeb min xef tuɣa issawar unabi daniyal ittbedda mani war ittxessa ad ibedd,no
REC134_SEG0010,REC134,SPK009,train,vad_v2_spk009,143.0,150.28,7.28,data/processed/segments/REC134/REC134_SEG0010.wav,reviewed,wenni iɣrin ad ifhem rexdenni ittxessa i yinni idjan ḍi yahudiyya ad arewren ɣar idurar,no
REC134_SEG0011_PART01,REC134,SPK009,train,vad_v2_spk009,150.744,162.228,11.484,data/processed/segments/REC134/REC134_SEG0011_PART01.wav,reviewed,u wenni idjan x tzeqqa war dd ihekkwi ca ɣar ṭaddarṭ u war ittidef ca ḥima ad iksi ca zi ṭaddarṭ nnes u wenni idjan deg iyyar war dd ittɛiqqib ca ḥima ad,no
REC134_SEG0011_PART02,REC134,SPK009,train,vad_v2_spk009,162.228,173.712,11.484,data/processed/segments/REC134/REC134_SEG0011_PART02.wav,reviewed,iksi arud nnes uct x tinni idjan s ddeyset d tinni issuṭuḍen deg wussan nni zadjem ḥima war tettiri tarewra nwem ḍi rmecta,no
REC134_SEG0012_PART01,REC134,SPK009,train,vad_v2_spk009,173.712,184.22,10.508,data/processed/segments/REC134/REC134_SEG0012_PART01.wav,reviewed,minzi deg wussan nni ad din tiri ict n reḥsaret i war tuɣi am nettat zeg wami dd ixreq arebbi ddunect ar rexxu uca war tettiri ɛemmas ɛawed,no
REC134_SEG0012_PART02,REC134,SPK009,train,vad_v2_spk009,184.22,194.728,10.508,data/processed/segments/REC134/REC134_SEG0012_PART02.wav,reviewed,mara sidi war issemzi ussan nni war tnejjem ura d ict n ddat maca ḍi ttweɛ n yinni ittwafarzen inni i ixḍar netta aqa issemzi ussan nni,no
REC134_SEG0013,REC134,SPK009,train,vad_v2_spk009,195.192,214.28,19.088,data/processed/segments/REC134/REC134_SEG0013.wav,reviewed,xenni mara inna awem ijjen aqa lmasiḥ da niɣ aqa t diha war t ttamnem minzi ad kkaren imasiḥen ifalsuten d inabiyyen issxarriqen ad ggen reɛramat d reɛjayeb ḥima mara izemmar ad ɣarren ɛad imextaren,no
REC134_SEG0014_PART01,REC134,SPK009,train,vad_v2_spk009,214.52,227.248,12.728,data/processed/segments/REC134/REC134_SEG0014_PART01.wav,reviewed,kenniw maca ḥḍam aqa marra nniɣ awem t qber maca deg wussan nni awarni rmeḥnet nni ad tebbarcen tfuct uca taziri war tettic ɛad tafawt nnes itran ad dd wḍan zeg ujen,no
REC134_SEG0014_PART02,REC134,SPK009,train,vad_v2_spk009,227.248,239.976,12.728,data/processed/segments/REC134/REC134_SEG0014_PART02.wav,reviewed,na uca ssulaṭat i idjan deg ijenwan ad ttwanhezzent xenni ad zaren mmis n bnaḍem itased deg iseynuten s jjehd d uɛudji ameqqran,no
REC134_SEG0015_PART01,REC134,SPK009,train,vad_v2_spk009,240.312,252.288,11.976,data/processed/segments/REC134/REC134_SEG0015_PART01.wav,reviewed,rexdenni ad issekk lmalakat nnes uca ad iyru inni zzayes ittwafarzen zi arebɛa n tɣemmura n usemmiḍ zi ttarf aneggaru n ṭammurṭ ar ttarf aneggaru n ujenna,no
REC134_SEG0015_PART02,REC134,SPK009,train,vad_v2_spk009,252.288,264.264,11.976,data/processed/segments/REC134/REC134_SEG0015_PART02.wav,reviewed,remdem zeg wartu n tazart amettir a xmi ɣa dewren refruɛ nnes ad dd areḍben uca tifray ad dd ffɣent xenni ad tessnem aqa anebdu yiweḍ dd,no
REC134_SEG0016_PART01,REC134,SPK009,train,vad_v2_spk009,264.696,278.944,14.248,data/processed/segments/REC134/REC134_SEG0016_PART01.wav,reviewed,ammu ittxessa ura d kenniw xmi ɣa tzarem timesrayin a ttemsarant ad tessnem aqa man aya yudes dd x tewwart s tidett ad awem iniɣ jjir a war iɛeddu ca ar d ɣa yiri,no
REC134_SEG0016_PART02,REC134,SPK009,train,vad_v2_spk009,278.944,293.192,14.248,data/processed/segments/REC134/REC134_SEG0016_PART02.wav,reviewed,man aya marra ajenna d ṭammurṭ ad ɛdun maca awaren inu war ɛeddun ɛemmas maca ass nni d ṭsaɛɛet nni ura d ijj war t issin ura d lmalakat nni idjan deg ujenna,no
REC134_SEG0017,REC134,SPK009,train,vad_v2_spk009,293.496,297.576,4.08,data/processed/segments/REC134/REC134_SEG0017.wav,reviewed,ura d tamemmit mɣir tbabat ḥdam,no
REC134_SEG0018_PART01,REC134,SPK009,train,vad_v2_spk009,297.784,312.532,14.748,data/processed/segments/REC134/REC134_SEG0018_PART01.wav,reviewed,ɛssem zzadjem minzi war tessinem ca mermi dd ɣa taweḍ rweqt nni aqa t am yijjen bnaḍem ittxessa as ad isafar ijja ṭaddarṭ nnes iwekker imsexxaren nnes s,no
REC134_SEG0018_PART02,REC134,SPK009,train,vad_v2_spk009,312.532,327.28,14.748,data/processed/segments/REC134/REC134_SEG0018_PART02.wav,reviewed,ssulṭa iwca i kur ijj zzaysen rxedmet nnes uca iɛrem as i uɛessas n tewwart maḥend ad iqqim ad iḥḍa iwa ḥḍam xenni minzi war tessinem ca mermi i dd ɣa yas bab n ṭaddarṭ,no
REC134_SEG0019,REC134,SPK009,train,vad_v2_spk009,327.28,343.51,16.23,data/processed/segments/REC134/REC134_SEG0019.wav,reviewed,ɣar uɛecci niɣ ɣar wezyen n djiret niɣ ɣar usquqeɛ n uyaziḍ niɣ ɣar ssbeḥ zic ḥima mara dd ittis deɣya war kenniw ittif tettettsem min d awem qqareɣ rexxu qqareɣ t i marra qimem faqem,no
REC135_SEG0001_PART01,REC135,SPK009,train,vad_v2_spk009,1.4,13.216,11.816,data/processed/segments/REC135/REC135_SEG0001_PART01.wav,reviewed,udayen arezzun ad nɣen yasuɛ iqqimas ṭnayen n wussan i rɛid n tɣarst n useɛdun rɛid n weɣrum bra antun u tuɣa imeqqranen n ikehhanen d imser,no
REC135_SEG0001_PART02,REC135,SPK009,train,vad_v2_spk009,13.216,25.032,11.816,data/processed/segments/REC135/REC135_SEG0001_PART02.wav,reviewed,maden n idlisen arezzun ict n tewwart maḥend ad t ttfen s teḥraymect uca ad t nɣen maca niṭni nnan war ittiri ḍi rɛid ḥima war ittiri uɣewwuɣ ḍi rgens,no
REC135_SEG0002,REC135,SPK009,train,vad_v2_spk009,26.264,29.16,2.896,data/processed/segments/REC135/REC135_SEG0002.wav,reviewed,adhan n yasuɛ ḍi bayt ɛanya,no
REC135_SEG0003_PART01,REC135,SPK009,train,vad_v2_spk009,30.232,42.112,11.88,data/processed/segments/REC135/REC135_SEG0003_PART01.wav,reviewed,rami tuɣa iqqim ɣar ttabra ḍi bayt ɛanya ḍi ṭaddarṭ n cimɛun wenni ḍi idja rbars tusa dd ict n temɣart aqa t ɣares ijjen uɣarraf n alabaster,no
REC135_SEG0003_PART02,REC135,SPK009,train,vad_v2_spk009,42.112,53.992,11.88,data/processed/segments/REC135/REC135_SEG0003_PART02.wav,reviewed,ḍayes reɛṭur n ssenbel tesbeḥ tiɣra tarzem taziyyat n alabaster uca tfarreɣ i tt x uzedjif n yasuɛ,no
REC135_SEG0004,REC135,SPK009,train,vad_v2_spk009,54.584,60.616,6.032,data/processed/segments/REC135/REC135_SEG0004.wav,reviewed,tuɣa din ca n imeḥḍaren xeyyqen attas deg ixef nsen x man aya nnan,no
REC135_SEG0005_PART01,REC135,SPK009,train,vad_v2_spk009,61.016,73.152,12.136,data/processed/segments/REC135/REC135_SEG0005_PART01.wav,reviewed,mayemmi aḍeyyeɛ nreɛṭur n ssenbel minzi iri ad tettwammenz reɛṭur a s ktar zi tert mya dinar uca xenni ad immewc i imezraḍ,no
REC135_SEG0005_PART02,REC135,SPK009,train,vad_v2_spk009,73.152,85.288,12.136,data/processed/segments/REC135/REC135_SEG0005_PART02.wav,reviewed,uca xeyyqen xas attas maca yasuɛ inna jjem tt mayemmi xas tettɛeddam aqa tegga dayi ijjen cɣer icna minzi imezraḍ aqa aten rebda akidwem,no
REC135_SEG0006_PART01,REC135,SPK009,train,vad_v2_spk009,85.336,98.176,12.84,data/processed/segments/REC135/REC135_SEG0006_PART01.wav,reviewed,tzemmarem ad kisen teggem rxar mermi ma texsem maca necc war kidwem ttɣimiɣ rebda nettat tegga min umi tzemmar aqa tizzar temseḥ arrimet inu s reɛṭur i wenḍer,no
REC135_SEG0006_PART02,REC135,SPK009,train,vad_v2_spk009,98.176,111.016,12.84,data/processed/segments/REC135/REC135_SEG0006_PART02.wav,reviewed,s tidett necc ad awem iniɣ mani ma i ɣa ittwabarreḥ s rexbar a asebḥan zzayi ḍi marra ddunect ad xebbaren ɛawed x min tegga d ridaret i nettat,no
REC135_SEG0007,REC135,SPK009,train,vad_v2_spk009,113.048,117.416,4.368,data/processed/segments/REC135/REC135_SEG0007.wav,reviewed,yahuda izzenz ixef nnes maḥend ad isellem l masiḥ,no
REC135_SEG0008_PART01,REC135,SPK009,train,vad_v2_spk009,118.36,128.432,10.072,data/processed/segments/REC135/REC135_SEG0008_PART01.wav,reviewed,xenni iruḥ yahuda isxariyuṭi ijjen zi ṭenɛac ɣar imeqqranen n ikehhanen ḥima ad asen isellem yasuɛ umi srin man aya,no
REC135_SEG0008_PART02,REC135,SPK009,train,vad_v2_spk009,128.432,138.504,10.072,data/processed/segments/REC135/REC135_SEG0008_PART02.wav,reviewed,farḥen uca waɛden ad as wcen tmenyat u netta tuɣa yarezzu ict n tewwart ḥima ad asen t isellem,no
REC135_SEG0009,REC135,SPK009,train,vad_v2_spk009,141.912,145.832,3.92,data/processed/segments/REC135/REC135_SEG0009.wav,reviewed,asewjed n amensi rɛid n tɣarst n useɛdu,no
REC135_SEG0010_PART01,REC135,SPK009,train,vad_v2_spk009,146.456,160.4,13.944,data/processed/segments/REC135/REC135_SEG0010_PART01.wav,reviewed,deg wass amezwar n weɣrum bra antun umi ttnuman wudayen ad ɣarsen i tɣarst n useɛdu nnan as imeḥḍaren nnes mani texsed ad nraḥ ḥima ad nessewjed,no
REC135_SEG0010_PART02,REC135,SPK009,train,vad_v2_spk009,160.4,174.344,13.944,data/processed/segments/REC135/REC135_SEG0010_PART02.wav,reviewed,maḥend ad tecced amensi n useɛdu issekk ṭnayen zeg imeḥḍaren nnes inna asen ruḥem ɣar tendint u xzar ad temsagarem ak d ijjen weryaz yarbu ict n teqbuct n waman ḍfarem t,no
REC135_SEG0011_PART01,REC135,SPK009,train,vad_v2_spk009,174.36,184.48,10.12,data/processed/segments/REC135/REC135_SEG0011_PART01.wav,reviewed,u mani ɣa yadef inim i bab n ṭaddarṭ amsermad nneɣ iqqar mani tedja tɣurfet ḥima ad cceɣ amensi n useɛdu,no
REC135_SEG0011_PART02,REC135,SPK009,train,vad_v2_spk009,184.48,194.6,10.12,data/processed/segments/REC135/REC135_SEG0011_PART02.wav,reviewed,ak d imeḥḍaren inu xenni netta ad awem immer ijjen arwa imɣar sennej issu iɛder dinni i d aneɣ ɣa tesswejdem,no
REC135_SEG0012,REC135,SPK009,train,vad_v2_spk009,195.256,204.36,9.104,data/processed/segments/REC135/REC135_SEG0012.wav,reviewed,ffɣen imeḥḍaren usin dd ɣar tendint uca ufin marra am mammec tuɣa d asen inna xenni sswejden taɣarst n useɛdu,no
REC135_SEG0014_PART01,REC135,SPK009,train,vad_v2_spk009,211.128,223.952,12.824,data/processed/segments/REC135/REC135_SEG0014_PART01.wav,reviewed,ɣar uɛecci yusa dd ak d ṭenɛac n rrusul nnes rami tuɣa qqimen ɣar ttabra ttetten inna yasuɛ s tidett necc ad awem iniɣ aqa ijjen zzaywem wenni kidi ittetten,no
REC135_SEG0014_PART02,REC135,SPK009,train,vad_v2_spk009,223.952,236.776,12.824,data/processed/segments/REC135/REC135_SEG0014_PART02.wav,reviewed,ad ayi iɣdar bdan ttecḍinen nnan as ijjen awarni wenneɣni ma d necc inna asen aqa t d ijjen zi ṭenɛac i issisnen akidi aɣrum ḍi ttebsi,no
REC135_SEG0015,REC135,SPK009,train,vad_v2_spk009,236.92,248.264,11.344,data/processed/segments/REC135/REC135_SEG0015.wav,reviewed,aqa mmis n bnaḍem ad iraḥ mammec d as tura maca uct x weryaz nni zi ɣa ittwaɣdar mmis n bnaḍem iḥra as i weryaz nni mri war dd ixriq,no
REC135_SEG0017,REC135,SPK009,train,vad_v2_spk009,255.384,271.304,15.92,data/processed/segments/REC135/REC135_SEG0017.wav,reviewed,rami tuɣa ttetten iksi yasuɛ aɣrum ibarek i t yarza i t uca iwca asen t inna ksim ccem aqa ta d arrimet inu xenni iksi aɣarraf iqada ibarek uca iwca asen t,no
REC135_SEG0018_PART01,REC135,SPK009,train,vad_v2_spk009,271.8,285.488,13.688,data/processed/segments/REC135/REC135_SEG0018_PART01.wav,reviewed,u marra idsen swin zzayes inna asen aqa ina d idammen inu n rɛahd n jdid i ɣa ittwassizren i wattas n iwḍan s tidett necc ad awem iniɣ necc war sesseɣ ɛemmar,no
REC135_SEG0018_PART02,REC135,SPK009,train,vad_v2_spk009,285.488,299.176,13.688,data/processed/segments/REC135/REC135_SEG0018_PART02.wav,reviewed,s ɛad zi rɣidjet n tzayart ar ass i ḍi i tt ɣa sweɣ jdid ḍi tgeldit n arebbi xenni awarni rami ɣennjen niṭni izri n ttesbiḥ ffɣen ɣar wedrar n zzitun,no
REC135_SEG0019,REC135,SPK009,train,vad_v2_spk009,302.584,306.504,3.92,data/processed/segments/REC135/REC135_SEG0019.wav,reviewed,yasuɛ izwar issiwer x wenkar n buṭrus,no
REC135_SEG0020,REC135,SPK009,train,vad_v2_spk009,307.96,322.888,14.928,data/processed/segments/REC135/REC135_SEG0020.wav,reviewed,inna asen yasuɛ aqa marra kenniw ad dayi tenderfem ḍi djiret a minzi tura s ufus n nnabi zakarya aqa ad wteɣ ameksaw uca ad ttwazedjaɛ wedjdji,no
REC135_SEG0021_PART01,REC135,SPK009,train,vad_v2_spk009,323.416,334.608,11.192,data/processed/segments/REC135/REC135_SEG0021_PART01.wav,reviewed,maca awarni rami ttwassnekkareɣ ad awem izwareɣ ɣar ljalil inna as buṭrus waxxa ad dayek nderfen marra necc war dayek ttnedrifeɣ ca,no
REC135_SEG0021_PART02,REC135,SPK009,train,vad_v2_spk009,334.608,345.8,11.192,data/processed/segments/REC135/REC135_SEG0021_PART02.wav,reviewed,inna as yasuɛ s tidett necc ad ac iniɣ aqa ass a ḍi djiret a qber i ɣa issquqeɛ uyaziḍ ṭnayen n twarawin ad ayi tenkared ṭraṭa n twarawin,no
REC135_SEG0022,REC135,SPK009,train,vad_v2_spk009,346.2,359.496,13.296,data/processed/segments/REC135/REC135_SEG0022.wav,reviewed,maca netta tuɣa iqqar s tmijja ijehden ɛad attas mara ittxessa ad mmteɣ akidek war cek nekkareɣ a sidi inu uca am netta ammu i nnan ura d niṭni marra,no
REC135_SEG0023,REC135,SPK009,train,vad_v2_spk009,364.12,367.304,3.184,data/processed/segments/REC135/REC135_SEG0023.wav,reviewed,tazadjit n yasuɛ ḍi xitsimaniy,no
REC135_SEG0024,REC135,SPK009,train,vad_v2_spk009,368.856,372.456,3.6,data/processed/segments/REC135/REC135_SEG0024.wav,reviewed,usin dd ɣar wemcan umi qqaren xitsimaniy,no
REC135_SEG0025_PART01,REC135,SPK009,train,vad_v2_spk009,373.016,387.216,14.2,data/processed/segments/REC135/REC135_SEG0025_PART01.wav,reviewed,inna i imeḥḍaren nnes qqimem da arami zudjeɣ necc xenni iksi akides buṭrus d yaɛqub d yuḥanna uca ibda ittnexraɛ iggʷed attas inna asen aqa reɛmar inu,no
REC135_SEG0025_PART02,REC135,SPK009,train,vad_v2_spk009,387.216,401.416,14.2,data/processed/segments/REC135/REC135_SEG0025_PART02.wav,reviewed,icḍen ar rmewt qqimem da teḥḍam yuyur cwayt ɣar zzat uca iwḍa ɣar ṭammurṭ izzudj ḥima mara iɛedder ad xas teɛdu ṭsaɛɛet nni inna baba baba inu,no
REC135_SEG0026,REC135,SPK009,train,vad_v2_spk009,401.592,416.168,14.576,data/processed/segments/REC135/REC135_SEG0026.wav,reviewed,kurci tzemmared xas ksi xafi rkas a maca war ittiri min xseɣ necc maca min texsed cek uca iḍwer dd yufa i ten ttsen inna as i buṭrus a cimɛun ma aqa cek tettettsed,no
REC135_SEG0027,REC135,SPK009,train,vad_v2_spk009,416.568,431.592,15.024,data/processed/segments/REC135/REC135_SEG0027.wav,reviewed,ma war tzemmared ad teḥḍid ura d ict n ṭsaɛɛet ḥḍam zadjem ḥima war tettidfem deg ujarreb arruḥ aqa iwjed maca ddat aqa teḍɛef uca yuyur ɛawed izzudj iɛawed i wawaren nni d ijjen,no
REC135_SEG0028,REC135,SPK009,train,vad_v2_spk009,432.28,441.672,9.392,data/processed/segments/REC135/REC135_SEG0028.wav,reviewed,iḍwer dd ɛawed yusa dd ɣarsen ṭwara nneɣni yufa i ten ttsen maɣar tuɣa tittawin nsen deqrent u niṭni war ssinen mammec xas dd ɣa yarren,no
REC135_SEG0029_PART01,REC135,SPK009,train,vad_v2_spk009,442.136,452.208,10.072,data/processed/segments/REC135/REC135_SEG0029_PART01.wav,reviewed,uca iḍwer dd netta ɣarsen ṭwara wiss ṭraṭa inna asen ttsem rexxu tareyyḥem aqa yudes dd uneggar tiweḍ dd ṭsaɛɛet xza,no
REC135_SEG0029_PART02,REC135,SPK009,train,vad_v2_spk009,452.208,462.28,10.072,data/processed/segments/REC135/REC135_SEG0029_PART02.wav,reviewed,rem aqa mmis n bnaḍem ad immewc deg ifassen n imednab kkarem ad nraḥ xzarem aqa da wenni d ayi ɣa isellmen aqa yudes dd,no
REC135_SEG0030,REC135,SPK009,train,vad_v2_spk009,465.208,466.888,1.68,data/processed/segments/REC135/REC135_SEG0030.wav,reviewed,aḥebbes n yasuɛ,no
REC135_SEG0031_PART01,REC135,SPK009,train,vad_v2_spk009,468.12,481.632,13.512,data/processed/segments/REC135/REC135_SEG0031_PART01.wav,reviewed,am tuɣa ɛad issawar yusa dd yahuda ijjen zi ṭenɛac tuɣa akides iryazen attas s resyuf d iɛumad usin dd niṭni zeg imeqqranen n ikehhanen d,no
REC135_SEG0031_PART02,REC135,SPK009,train,vad_v2_spk009,481.632,495.144,13.512,data/processed/segments/REC135/REC135_SEG0031_PART02.wav,reviewed,imsermaden n idlisen d imɣaren n rgens uca wenni t i ɣa iɣdaren tuɣa ittegg asen ict n reɛramet iqqar wenni i ɣa ssudmeɣ d wenni netta ttfem t uca awyem t i dd,no
REC135_SEG0032_PART01,REC135,SPK009,train,vad_v2_spk009,496.056,509.04,12.984,data/processed/segments/REC135/REC135_SEG0032_PART01.wav,reviewed,deɣya yuyur ɣares inna a amsermad inu a amsermad inu uca issudem i t ssarsen xas ifassen uca ttfen t ijjen zeg inni din ibedden ijbed ssif nnes,no
REC135_SEG0032_PART02,REC135,SPK009,train,vad_v2_spk009,509.04,522.024,12.984,data/processed/segments/REC135/REC135_SEG0032_PART02.wav,reviewed,iwta amsexxar n arrays n ikehhanen iqess as amezzuɣ yarra dd yasuɛ inna asen ma axmi x ijjen uqṭaṭɛiy i teffɣem xafi s resyuf d iɛumad ḥima ad ayi tettfem,no
REC135_SEG0033_PART01,REC135,SPK009,train,vad_v2_spk009,522.808,535.664,12.856,data/processed/segments/REC135/REC135_SEG0033_PART01.wav,reviewed,kur ass tuɣa ayi akidwem ḍi zzawect tameqqrant ssermadeɣ war d ayi tettifem maca man aya imsar ḥima ad ttwakemmrent tira iqeddsen xenni jjin t imeḥḍaren nnes,no
REC135_SEG0033_PART02,REC135,SPK009,train,vad_v2_spk009,535.664,548.52,12.856,data/processed/segments/REC135/REC135_SEG0033_PART02.wav,reviewed,uca arewren iḍfar i t ijjen uɛezri tuɣa yarḍ ict n tecḍaḍt n reqṭen waha x tqeddit nnes uca ttfen t i dd maca netta ijja tacḍaḍt uca yarwer zzaysen d aɛaryan,no
REC135_SEG0034,REC135,SPK009,train,vad_v2_spk009,551.576,555.112,3.536,data/processed/segments/REC135/REC135_SEG0034.wav,reviewed,l masiḥ zzat i lmeḥkama tameqqrant n wudayen,no
REC135_SEG0035,REC135,SPK009,train,vad_v2_spk009,556.76,567.144,10.384,data/processed/segments/REC135/REC135_SEG0035.wav,reviewed,iwyen yasuɛ ɣar qayafa arrays n ikehhanen uca munen dd ɣares marra imeqqranen n ikehhanen d imɣaren n rgens d imsermaden n idlisen,no
REC135_SEG0036_PART01,REC135,SPK009,train,vad_v2_spk009,567.48,581.552,14.072,data/processed/segments/REC135/REC135_SEG0036_PART01.wav,reviewed,tuɣa cimɛun iḍfar i t i dd zi raggʷaj ɣar daxer n remraḥ n arrays n ikehhanen uca tuɣa iqqim jar iɛessasen ittweqqaḥ ixef nnes ɣar ṭmessi tuɣa imeqqranen n ikehhanen d marra,no
REC135_SEG0036_PART02,REC135,SPK009,train,vad_v2_spk009,581.552,595.624,14.072,data/processed/segments/REC135/REC135_SEG0036_PART02.wav,reviewed,l meḥkama tameqqrant arezzun cchadet ḍidd i yasuɛ ḥima ad t nɣen maca war tt ufin minzi attas tuɣa xas cehhden s zur,no
REC135_SEG0037,REC135,SPK009,train,vad_v2_spk009,595.864,615.336,19.472,data/processed/segments/REC135/REC135_SEG0037.wav,reviewed,maca cchadat nsen war ttmerqint xenni kkaren ca uca cehden xas s zur nnan neccin nesra as umi inna ad hedmeɣ zzawect tameqqrant i ittwaggen s ifassen uca ḍi ṭraṭa n wussan ad bniɣ icten nneɣnit i war ittwaggen s ifassen,no
REC135_SEG0038,REC135,SPK009,train,vad_v2_spk009,615.544,629.672,14.128,data/processed/segments/REC135/REC135_SEG0038.wav,reviewed,maca ura ammu war ttmerqint ca cchadat nsen xenni ikkar arrays n ikehhanen ḍi rwesṭ nsen uca isseqsa yasuɛ inna as ma war dd tarrid s ca min xak cehhden yina,no
REC135_SEG0039,REC135,SPK009,train,vad_v2_spk009,630.296,646.568,16.272,data/processed/segments/REC135/REC135_SEG0039.wav,reviewed,maca netta isqar war dd yarri s ca isseqsa t arrays n ikehhanen ɛawed inna as ma cek d lmasiḥ mmis n lmubarek inna as yasuɛ aqa d necc u kenniw ad tzarem mmis n bnaḍem ittɣima x ufusi n jjehd,no
REC135_SEG0040_PART01,REC135,SPK009,train,vad_v2_spk009,646.968,659.92,12.952,data/processed/segments/REC135/REC135_SEG0040_PART01.wav,reviewed,ad dd yas s iseynuten n ujenna icarreg arrays n ikehhanen tcamir nnes inna mayemmi neḥdaj ɛad rechud aqa tesrim aceqqef nni min dd awem iḍharen uca marra ḥekmen xas,no
REC135_SEG0040_PART02,REC135,SPK009,train,vad_v2_spk009,659.92,672.872,12.952,data/processed/segments/REC135/REC135_SEG0040_PART02.wav,reviewed,belli isdahedj rmewt ca zzaysen bdan ssusufen xas ttreḥḥafen i uɣembub nnes ccaten t s rpuniyyat qqaren as nabb uca wtin t imxaznyen ar uɣembub,no
REC135_SEG0041,REC135,SPK009,train,vad_v2_spk009,676.568,678.408,1.84,data/processed/segments/REC135/REC135_SEG0041.wav,reviewed,ankar n buṭrus,no
REC135_SEG0042_PART01,REC135,SPK009,train,vad_v2_spk009,679.96,690.176,10.216,data/processed/segments/REC135/REC135_SEG0042_PART01.wav,reviewed,rami tuɣa cimɛun ḍi remraḥ swadday tusa dd din icten zi tiyya n arrays n ikehhanen umi t tezra ittweqqaḥ texzar ḍayes ṭenna,no
REC135_SEG0042_PART02,REC135,SPK009,train,vad_v2_spk009,690.176,700.392,10.216,data/processed/segments/REC135/REC135_SEG0042_PART02.wav,reviewed,aqa tuɣa cek ak d yasuɛ nnasiri maca netta inkar inna war t ssineɣ war fhimeɣ min teqqared,no
REC135_SEG0043,REC135,SPK009,train,vad_v2_spk009,700.984,717.416,16.432,data/processed/segments/REC135/REC135_SEG0043.wav,reviewed,iffeɣ barra ɣar tesqift n tewwart uca rexdenni issquqeɛ uyaziḍ umi t tezra tayya ijjen umur nneɣni tebda teqqar i yinni din ibedden aqa wa d ijjen zzaysen maca netta inkar i umur nneɣni,no
REC135_SEG0044,REC135,SPK009,train,vad_v2_spk009,717.784,732.296,14.512,data/processed/segments/REC135/REC135_SEG0044.wav,reviewed,cwayt xenni nnan inni tuɣa din ibedden i buṭrus s tidett cek zzaysen nican minzi cek ɛawed d ajalili rḥarḍ nnec am wenni nsen ibda ineɛɛer ixef nnes ittjjadja,no
