segment_id,recording_id,speaker_group_id,dataset_split,segmentation_version,start_seconds,end_seconds,duration_seconds,audio_paṭ,review_status,transcription,final_selection,mms_draft_raw,mms_draft_normalized,final_transcription,manual_review,transcription_notes
REC015_SEG0050,REC015,SPK001,train,vad_v1,427.16,433.32,6.16,data/processed/segments/REC015/REC015_SEG0050.wav,included,,no,din ṭṭṭas snəyṭ iznasən azgan aməqqən ɛad issawər d manziɣt maš ḍin ṭṭṭas snayṭ iznasən.,din ṭṭṭas sneyṭ iznasen azgan ameqqen ɛad issawer d manziɣt mac ḍin ṭṭṭas snayṭ iznasen,,pending,
REC015_SEG0051,REC015,SPK001,train,vad_v1,433.56,445.864,12.304,data/processed/segments/REC015/REC015_SEG0051.wav,included,,no,"wəqqima nəši ssawarən ɛad ḍmazixt mizay əgiwjda attas ssawərən ddar ija nwəjda, məša wəxxa ssawərən ddar ija nwəjda din ṭṭṭas ɛaḍ snən hmazixt.",weqqima neci ssawaren ɛad ḍmazixt mizay egiwjda attas ssaweren ddar ija nwejda meca wexxa ssaweren ddar ija nwejda din ṭṭṭas ɛaḍ snen hmazixt,,pending,
REC015_SEG0052,REC015,SPK001,train,vad_v1,446.104,459.24,13.136,data/processed/segments/REC015/REC015_SEG0052.wav,included,,no,"dasnə mazixtnsəmyṭ sɛid ḍijjen n aqbir d akkuḥ, maša, wəxxa ḍ akkuḥ ḍinn attas n-iwdan əssindikkin, ijjen məra ḍawṭən qqaḍas usɛiḍ.",dasne mazixtnsemyṭ sɛid ḍijjen n aqbir d akkuḥ maca wexxa ḍ akkuḥ ḍinn attas n iwdan essindikkin ijjen mera ḍawṭen qqaḍas usɛiḍ,,pending,
REC015_SEG0053,REC015,SPK001,train,vad_v1,460.024,462.056,2.032,data/processed/segments/REC015/REC015_SEG0053.wav,included,,no,məra taksand qadas tusɛit.,mera taksand qadas tusɛit,,pending,
REC015_SEG0054,REC015,SPK001,train,vad_v1,463.0,464.68,1.68,data/processed/segments/REC015/REC015_SEG0054.wav,included,,no,attas ayṭ sɛiḍ.,attas ayṭ sɛiḍ,,pending,
REC015_SEG0055,REC015,SPK001,train,vad_v1,465.624,466.76,1.136,data/processed/segments/REC015/REC015_SEG0055.wav,included,,no,ssuy ṭəsɛid.,ssuy ṭesɛid,,pending,
REC015_SEG0056,REC015,SPK001,train,vad_v1,468.28,471.528,3.248,data/processed/segments/REC015/REC015_SEG0056.wav,included,,no,qaytəsfiḍransnid yənn təmsaṭ.,qaytesfiḍransnid yenn temsaṭ,,pending,
REC015_SEG0057,REC015,SPK001,train,vad_v1,472.28,476.2,3.92,data/processed/segments/REC015/REC015_SEG0057.wav,included,,no,"ɣarsənayn təmsa snəxtən, dinni əjḍən qqarənas ddar lkəbdani.",ɣarsenayn temsa snexten dinni ejḍen qqarenas ddar lkebdani,,pending,
REC015_SEG0058,REC015,SPK001,train,vad_v1,477.208,481.192,3.984,data/processed/segments/REC015/REC015_SEG0058.wav,included,,no,"ddar lkəbdanay, ḍini ijjen təmsa nnəɣni qqanas aməjju.",ddar lkebdanay ḍini ijjen temsa nneɣni qqanas amejju,,pending,
REC015_SEG0059,REC015,SPK001,train,vad_v1,482.136,484.584,2.448,data/processed/segments/REC015/REC015_SEG0059.wav,included,,no,ayṭəsɛid nətnin urɣarsən wut təmsaḍəmɣar.,ayṭesɛid netnin urɣarsen wut temsaḍemɣar,,pending,
REC015_SEG0060,REC015,SPK001,train,vad_v1,485.016,500.008,14.992,data/processed/segments/REC015/REC015_SEG0060.wav,included,,no,"azjən aməqqan nnayṭəsɛiḍ, ira tirin g ərkampura ḍinni ɛaqən ssin, rux andafəd -ggəmzwaan andaf d-gg iḥusima nindaf ḍ-giwəjdani nnədu,attas naytəsɛəd tiringə nnadu nitirinitanjaɣ, nitirinmuhim ɛaqən.",azjen ameqqan nnayṭesɛiḍ ira tirin g erkampura ḍinni ɛaqen ssin rux andafed ggemzwaan andaf d gg iḥusima nindaf ḍ giwejdani nnedu attas naytesɛed tiringe nnadu nitirinitanjaɣ nitirinmuhim ɛaqen,,pending,
REC015_SEG0061,REC015,SPK001,train,vad_v1,500.088,512.904,12.816,data/processed/segments/REC015/REC015_SEG0061.wav,included,,no,"yṭ tafərsitayṭ tafərsit, ḍ ijjən aqbir wəḥasan attas ay  ytɣirən qqarnasən kənniw ḍiṭṭuzin waha ṭ maša nəṭnin wə jibu ḍi ṭṭuzin, ḍaqbir, nsən.",yṭ tafersitayṭ tafersit ḍ ijjen aqbir weḥasan attas ay ytɣiren qqarnasen kenniw ḍiṭṭuzin waha ṭ maca neṭnin we jibu ḍi ṭṭuzin ḍaqbir nsen,,pending,
REC015_SEG0062,REC015,SPK001,train,vad_v1,513.496,515.208,1.712,data/processed/segments/REC015/REC015_SEG0062.wav,included,,no,nəsma nsi ɣarsən aqbirə nsən.,nesma nsi ɣarsen aqbire nsen,,pending,
REC015_SEG0063,REC015,SPK001,train,vad_v1,515.992,526.28,10.288,data/processed/segments/REC015/REC015_SEG0063.wav,included,,no,"ijjən məra ḍwṭəm qqardəs, ḍuṭfəsiṭ, nəšn ibɛda ytwayrammnnasn q ḍuṭfaɛasiṭ, nəš wəsəjux ša iya yəwda nnəɣnimu das-n qqrən atafərsid.",ijjen mera ḍwṭem qqardes ḍuṭfesiṭ necn ibɛda ytwayrammnnasn q ḍuṭfaɛasiṭ nec wesejux ca iya yewda nneɣnimu das n qqren atafersid,,pending,
REC015_SEG0064,REC015,SPK001,train,vad_v1,527.064,534.696,7.632,data/processed/segments/REC015/REC015_SEG0064.wav,included,,no,"waxx məra ḍawṭən qardas ḍutfəɛsiṭ məra tugtənt qarḍas dutfaɛsiṭ, attas aṭ tfəɛasiṭ, ssuyṭ tfəɛsiṭ.",waxx mera ḍawṭen qardas ḍutfeɛsiṭ mera tugtent qarḍas dutfaɛsiṭ attas aṭ tfeɛasiṭ ssuyṭ tfeɛsiṭ,,pending,
REC015_SEG0065,REC015,SPK001,train,vad_v1,536.024,544.008,7.984,data/processed/segments/REC015/REC015_SEG0065.wav,included,,no,"nətin ɣarsən bu təmsaṭ, ɣarsən ijjen n təmsata kguḥd d-gijjen lḥaqqadəd ša qqarənastafərsit, am  dašum nnəq yijjen firiu nnəɣni tafərsit qa ntikulu.",netin ɣarsen bu temsaṭ ɣarsen ijjen n temsata kguḥd d gijjen lḥaqqaded ca qqarenastafersit am dacum nneq yijjen firiu nneɣni tafersit qa ntikulu,,pending,
REC015_SEG0066,REC015,SPK001,train,vad_v1,544.312,551.152,6.84,data/processed/segments/REC015/REC015_SEG0066.wav,included,,no,"tifərsa ikulun, mimmi səmman ixəf nsən tafərsit masnuɣ, ḍinəjə wawar n qaɛn qqaṭ.",tifersa ikulun mimmi semman ixef nsen tafersit masnuɣ ḍineje wawar n qaɛn qqaṭ,,pending,
REC015_SEG0067,REC015,SPK001,train,vad_v1,551.152,560.072,8.92,data/processed/segments/REC015/REC015_SEG0067.wav,included,,no,məqqa ḍ-gəmzurn am ji tasənd iwḍan zi ətəf rsid ɣa znuzan naḍin qanaš a lnaɛnaɛ n tfasiṭ kəssiṭ n issaasiṭ.,meqqa ḍ gemzurn am ji tasend iwḍan zi etef rsid ɣa znuzan naḍin qanac a lnaɛnaɛ n tfasiṭ kessiṭ n issaasiṭ,,pending,
REC015_SEG0068,REC015,SPK001,train,vad_v1,560.408,568.488,08.08,data/processed/segments/REC015/REC015_SEG0068.wav,included,,no,"zɛbdaɣ nnəɛnəɛ nsəm i ijan lxiyya qqaɛ kta, nəsməlləm əlliḥ nnəɛnaɛ ik idjan g ḍmurṭ nnəɣ aqas a aytfasit, ma nišan uzəmmašum inu.",zɛbdaɣ nneɛneɛ nsem i ijan lxiyya qqaɛ kta nesmellem elliḥ nneɛnaɛ ik idjan g ḍmurṭ nneɣ aqas a aytfasit ma nican uzemmacum inu,,pending,
REC015_SEG0069,REC015,SPK001,train,vad_v1,569.368,570.408,01.04,data/processed/segments/REC015/REC015_SEG0069.wav,included,,no,amaniqqa.,amaniqqa,,pending,
REC015_SEG0070,REC015,SPK001,train,vad_v1,571.064,576.072,5.008,data/processed/segments/REC015/REC015_SEG0070.wav,included,,no,"waxxas təɛrus, ys təɛrus, niɣ ayt ərrus.",waxxas teɛrus ys teɛrus niɣ ayt errus,,pending,
REC015_SEG0071,REC015,SPK001,train,vad_v1,577.016,583.72,6.704,data/processed/segments/REC015/REC015_SEG0071.wav,included,,no,"attas i ətɣirən iwdan n ayṭṭɛu sḍyṭwayaɣərəlla, nətnəs ixəf nsən aməj iṭaḥənaḥusimən xəqqədsəqsantən iwdan.",attas i etɣiren iwdan n ayṭṭɛu sḍyṭwayaɣerella netnes ixef nsen amej iṭaḥenaḥusimen xeqqedseqsanten iwdan,,pending,
REC015_SEG0072,REC015,SPK001,train,vad_v1,583.864,592.232,8.368,data/processed/segments/REC015/REC015_SEG0072.wav,included,,no,"ərsənəqqar ši qanəšnin ḍayṭ taɛrus,minzi tsəlḥan, wər təsəmmaɣ mər yufan ataf usssiburənšix manayənnə mišsnin ḍayṭ taɛrus.",erseneqqar ci qanecnin ḍayṭ taɛrus minzi tselḥan wer tesemmaɣ mer yufan ataf usssiburencix manayenne micsnin ḍayṭ taɛrus,,pending,
REC015_SEG0073,REC015,SPK001,train,vad_v1,592.504,601.448,8.944,data/processed/segments/REC015/REC015_SEG0073.wav,included,,no,"ak ṭaryəɣ ataf ḍ qqarnə nšni dayṭ wa yəɣər, nna məra ši qqanək nšni d- znnayən maša wəji bu ḍi znayən, niɣ.",ak ṭaryeɣ ataf ḍ qqarne ncni dayṭ wa yeɣer nna mera ci qqanek ncni d znnayen maca weji bu ḍi znayen niɣ,,pending,
REC015_SEG0074,REC015,SPK001,train,vad_v1,601.72,609.512,7.792,data/processed/segments/REC015/REC015_SEG0074.wav,included,,no,"ḍdayṭ wayəɣa nətni d aqbir nsən waḥəḍsən, ṭ tərus,niɣ aṭəɛrus, ijjən məra ḍawṭəm qaṭas ḍ buɛrus.",ḍdayṭ wayeɣa netni d aqbir nsen waḥeḍsen ṭ terus niɣ aṭeɛrus ijjen mera ḍawṭem qaṭas ḍ buɛrus,,pending,
REC015_SEG0075,REC015,SPK001,train,vad_v1,610.008,617.384,7.376,data/processed/segments/REC015/REC015_SEG0075.wav,included,,no,"məra təkgsənt qaṭas twəɛrust, attas ayṭ təɛrus niɣ, ssuyṭ təɛrusṭr.",mera tekgsent qaṭas tweɛrust attas ayṭ teɛrus niɣ ssuyṭ teɛrusṭr,,pending,
REC015_SEG0076,REC015,SPK001,train,vad_v1,617.848,629.128,11.28,data/processed/segments/REC015/REC015_SEG0076.wav,included,,no,"bra d nəṭnin aksən rəḥsəd nmayən maša ḍ yinni mi ɣa əjəqqaɛ ktah, təsməkta zi yṭwa iɣər, nəssnin ɛary n təmsa ṭuṭ ginri ɣarsən ijjen n təmsa takkuḥt qanas bni buɛyyafən.",bra d neṭnin aksen reḥsed nmayen maca ḍ yinni mi ɣa ejeqqaɛ ktah tesmekta zi yṭwa iɣer nessnin ɛary n temsa ṭuṭ ginri ɣarsen ijjen n temsa takkuḥt qanas bni buɛyyafen,,pending,
REC015_SEG0077,REC015,SPK001,train,vad_v1,629.528,643.208,13.68,data/processed/segments/REC015/REC015_SEG0077.wav,included,,no,"nəssni tbəllaɛ n xḍəm ɣayi nsən, ḥta zi ayṭwa yaɣr d imdarsəm rux məra ḍaḥəḍ ssari ḍ imzan ataf n ləbda ḍi yərgəzən timɣayin ggurn kuri ḍiɣ ṭtəmšənis məra ḍaḥəḍ abni buɛyəš ataf ḍazgan əmqqrən qaɛḍ yərgəzən, wuzəmma ḍin dafašind anɣar ṭ-ggu.",nessni tbellaɛ n xḍem ɣayi nsen ḥta zi ayṭwa yaɣr d imdarsem rux mera ḍaḥeḍ ssari ḍ imzan ataf n lebda ḍi yergezen timɣayin ggurn kuri ḍiɣ ṭtemcenis mera ḍaḥeḍ abni buɛyec ataf ḍazgan emqqren qaɛḍ yergezen wuzemma ḍin dafacind anɣar ṭ ggu,,pending,
REC015_SEG0078,REC015,SPK001,train,vad_v1,644.312,647.048,2.736,data/processed/segments/REC015/REC015_SEG0078.wav,included,,no,"yənnay immi qqarn, iṭ təɛrusəm.",yennay immi qqarn iṭ teɛrusem,,pending,
REC015_SEG0079,REC015,SPK001,train,vad_v1,648.056,655.208,7.152,data/processed/segments/REC015/REC015_SEG0079.wav,included,,no,"imma qqarnnisd əkkaɣisəm ətəɛrus, əṭ wɛrus, zaɛma zdɣən tiɛišən d-gguɛru wwəḍra.",imma qqarnnisd ekkaɣisem eteɛrus eṭ wɛrus zaɛma zdɣen tiɛicen d gguɛru wweḍra,,pending,
REC015_SEG0080,REC015,SPK001,train,vad_v1,655.64,666.312,10.672,data/processed/segments/REC015/REC015_SEG0080.wav,included,,no,"bəra zaḥəḍa imuxanna ninad ṭiydiɛišən gḍura guɛru guɛru an wəḍra, ayinasən ṭarus ni ṭ tarəs.",bera zaḥeḍa imuxanna ninad ṭiydiɛicen gḍura guɛru guɛru an weḍra ayinasen ṭarus ni ṭ tares,,pending,
REC015_SEG0081,REC015,SPK001,train,vad_v1,667.384,681.48,14.096,data/processed/segments/REC015/REC015_SEG0081.wav,included,,no,"ḍin ɛawəḍ yṭbuɛyaš, iṭbuɛyəš u dyušyan bni buɛyaš, ṭbuyəš ḍ taqbiš n ayṭwayaɣər, yṭbuɛyaš ḍ nəqqanasən rux, isəḥḍifa, yṭəḥḍifa nəsnin, ḍ yinni məqqarən yṭbuɛyyaš nišan.",ḍin ɛaweḍ yṭbuɛyac iṭbuɛyec u dyucyan bni buɛyac ṭbuyec ḍ taqbic n ayṭwayaɣer yṭbuɛyac ḍ neqqanasen rux iseḥḍifa yṭeḥḍifa nesnin ḍ yinni meqqaren yṭbuɛyyac nican,,pending,
REC015_SEG0082,REC015,SPK001,train,vad_v1,681.88,695.016,13.136,data/processed/segments/REC015/REC015_SEG0082.wav,included,,no,"ṭbuɛyyəš dayṭ ḥdifə,isəm nsən nniša nnəs ḍmazixt, ayṭ buɛəyyəš, məš ayṭ buɛyyaš djušiy am bni buɛyəš wni bni buɛyašd təmsa, z-ddləndiyən ayṭ tarus.",ṭbuɛyyec dayṭ ḥdife isem nsen nnica nnes ḍmazixt ayṭ buɛeyyec mec ayṭ buɛyyac djuciy am bni buɛyec wni bni buɛyacd temsa z ddlendiyen ayṭ tarus,,pending,
REC015_SEG0083,REC015,SPK001,train,vad_v1,695.672,701.576,5.904,data/processed/segments/REC015/REC015_SEG0083.wav,included,,no,"ijzənnayən, ijjen məra ḍawṭəmd qardas akzənnay, məra təḥən ja d qarḍas takzənnayṭ.",ijzennayen ijjen mera ḍawṭemd qardas akzennay mera teḥen ja d qarḍas takzennayṭ,,pending,
REC015_SEG0084,REC015,SPK001,train,vad_v1,702.328,705.096,2.768,data/processed/segments/REC015/REC015_SEG0084.wav,included,,no,attas ikzənnayən.,attas ikzennayen,,pending,
REC015_SEG0085,REC015,SPK001,train,vad_v1,705.912,707.752,1.84,data/processed/segments/REC015/REC015_SEG0085.wav,included,,no,niɣ tikzənnayən.,niɣ tikzennayen,,pending,
REC015_SEG0086,REC015,SPK001,train,vad_v1,709.816,712.008,2.192,data/processed/segments/REC015/REC015_SEG0086.wav,included,,no,ra ṭni njin ttəmsaki n ttaza.,ra ṭni njin ttemsaki n ttaza,,pending,
REC015_SEG0087,REC015,SPK001,train,vad_v1,712.728,717.32,4.592,data/processed/segments/REC015/REC015_SEG0087.wav,included,,no,attas nnikampiwaniɣ zəmnayən ɛaqənəran snin.,attas nnikampiwaniɣ zemnayen ɛaqeneran snin,,pending,
REC015_SEG0088,REC015,SPK001,train,vad_v1,717.656,729.424,11.768,data/processed/segments/REC015/REC015_SEG0088.wav,included,,no,"niɣ a ndaf ḍ-ggifas, niɣ andaf ḍ-ggitiṭwan, niɣ ndaf d- iṭtanjaɣ, niɣ andaf d-giḥusima muhim ɛaɛqqənɛaqən ḍimura nsən, ḍrus i ɣa ḍafəd ɛaḍ.",niɣ a ndaf ḍ ggifas niɣ andaf ḍ ggitiṭwan niɣ ndaf d iṭtanjaɣ niɣ andaf d giḥusima muhim ɛaɛqqenɛaqen ḍimura nsen ḍrus i ɣa ḍafed ɛaḍ,,pending,
REC015_SEG0089,REC015,SPK001,train,vad_v1,729.424,732.648,3.224,data/processed/segments/REC015/REC015_SEG0089.wav,included,,no,ia ərkan pu ni zənnayən.,ia erkan pu ni zennayen,,pending,
REC015_SEG0090,REC015,SPK001,train,vad_v1,733.368,737.32,3.952,data/processed/segments/REC015/REC015_SEG0090.wav,included,,no,ruxa nəssiwər əqbirən təsmə.,ruxa nessiwer eqbiren tesme,,pending,
REC015_SEG0091,REC015,SPK001,train,vad_v1,737.944,750.184,12.24,data/processed/segments/REC015/REC015_SEG0091.wav,included,,no,"ḍ iqbirən mašu d jiši ḍiqbirən ḍiməqqranən, aṭ buyafa,attas as yqqarən amji ɣam sakarən ak s jjən zi buyafa, qarns qa šək ḍ aqraɛi, nətta wjibuḍ aqraɛi da qbir nsən wəḥəḍsən, qanasən ayṭ buyafa.",ḍ iqbiren macu d jici ḍiqbiren ḍimeqqranen aṭ buyafa attas as yqqaren amji ɣam sakaren ak s jjen zi buyafa qarns qa cek ḍ aqraɛi netta wjibuḍ aqraɛi da qbir nsen weḥeḍsen qanasen ayṭ buyafa,,pending,
REC015_SEG0092,REC015,SPK001,train,vad_v1,750.456,755.4,4.944,data/processed/segments/REC015/REC015_SEG0092.wav,included,,no,"ijjen məra aḍawṭəm qadas ubu yafa,məra taḥdjaṭ qaḍas ṭubu yafaɛṭ.",ijjen mera aḍawṭem qadas ubu yafa mera taḥdjaṭ qaḍas ṭubu yafaɛṭ,,pending,
REC015_SEG0093,REC015,SPK001,train,vad_v1,756.632,762.504,5.872,data/processed/segments/REC015/REC015_SEG0093.wav,included,,no,"attas, ṭ bu yafa, ssyṭ bu yafa, nəxin ɣarsən ijjen n təmsa takkuḥd qanas buyafar.",attas ṭ bu yafa ssyṭ bu yafa nexin ɣarsen ijjen n temsa takkuḥd qanas buyafar,,pending,
REC015_SEG0094,REC015,SPK001,train,vad_v1,764.024,774.152,10.128,data/processed/segments/REC015/REC015_SEG0094.wav,included,,no,"ayṭbu yafa, ttawəd g qraɛiyən d-ggwawar d sṭaqafa nsən maša, ḍ aqbir nsən ixəf nsən, ayṭ bu frəḥ.",ayṭbu yafa ttawed g qraɛiyen d ggwawar d sṭaqafa nsen maca ḍ aqbir nsen ixef nsen ayṭ bu freḥ,,pending,
REC015_SEG0095,REC015,SPK001,train,vad_v1,776.088,783.496,7.408,data/processed/segments/REC015/REC015_SEG0095.wav,included,,no,"ijjən məra ḍawṭən qadas ubufrəḥ,məra ṭtaḥənjaṭ tubufrəḥt, attas, yṭ bufrəḥ niɣ ssuəṭ bufrəḥ.",ijjen mera ḍawṭen qadas ubufreḥ mera ṭtaḥenjaṭ tubufreḥt attas yṭ bufreḥ niɣ ssueṭ bufreḥ,,pending,
REC015_SEG0096,REC015,SPK001,train,vad_v1,783.992,793.64,9.648,data/processed/segments/REC015/REC015_SEG0096.wav,included,,no,"ra ḍnəsnin aqbirə nsən ixəf nsən, nəsnin u jəššidayṭ ḥḍifəɣ, məj ubu dayṭ buɛyəf nəsnin ɣarsən aqbirə nsən ixəf nsən, uɛawəd uginbu təmsaṭ.",ra ḍnesnin aqbire nsen ixef nsen nesnin u jeccidayṭ ḥḍifeɣ mej ubu dayṭ buɛyef nesnin ɣarsen aqbire nsen ixef nsen uɛawed uginbu temsaṭ,,pending,
REC015_SEG0097,REC015,SPK001,train,vad_v1,794.488,797.384,2.896,data/processed/segments/REC015/REC015_SEG0097.wav,included,,no,ḍinwaxxa iṭ ḍ akist.,ḍinwaxxa iṭ ḍ akist,,pending,
REC015_SEG0098,REC015,SPK001,train,vad_v1,798.552,806.952,8.4,data/processed/segments/REC015/REC015_SEG0098.wav,included,,no,"s ḍaitijjen məra ḍaṭəmqqaḍəs ḍuḍakist, məra təḥənjaṭ, tutakist.",s ḍaitijjen mera ḍaṭemqqaḍes ḍuḍakist mera teḥenjaṭ tutakist,,pending,
REC015_SEG0099,REC015,SPK001,train,vad_v1,807.992,811.656,3.664,data/processed/segments/REC015/REC015_SEG0099.wav,included,,no,attas əṭtakist niɣ swəttakist.,attas eṭtakist niɣ swettakist,,pending,
REC015_SEG0100,REC015,SPK001,train,vad_v1,811.832,825.192,13.36,data/processed/segments/REC015/REC015_SEG0100.wav,included,,no,"ruxanəxza marka n iwḍann nwu igiɛarqən irəggwan gi rəbḥa, ɛarqən zi ṭmurṭa ḍmurṭ tasənd dmurṭ nwum n ṭṭəḥan d ggunɛawəḍ, yinni əran qqarsən n šni nixəwwarən.",ruxanexza marka n iwḍann nwu igiɛarqen ireggwan gi rebḥa ɛarqen zi ṭmurṭa ḍmurṭ tasend dmurṭ nwum n ṭṭeḥan d ggunɛaweḍ yinni eran qqarsen n cni nixewwaren,,pending,
REC015_SEG0101,REC015,SPK001,train,vad_v1,825.848,828.424,2.576,data/processed/segments/REC015/REC015_SEG0101.wav,included,,no,ixuwwanən ad tirin giḍik zirin.,ixuwwanen ad tirin giḍik zirin,,pending,
REC015_SEG0102,REC015,SPK001,train,vad_v1,829.592,834.664,5.072,data/processed/segments/REC015/REC015_SEG0102.wav,included,,no,"xa ixəwwanən, wami ɣasən bu ṭṭas-n amurṭ ukarəz.",xa ixewwanen wami ɣasen bu ṭṭas n amurṭ ukarez,,pending,
REC015_SEG0103,REC015,SPK001,train,vad_v1,835.224,846.704,11.48,data/processed/segments/REC015/REC015_SEG0103.wav,included,,no,"xərukarsən ša ira tašand rəḥwayj zabara,ərəgwan gɣar uba tasənd hmurṭ nnutakan ssin nəṭiḥan ḍmura nnəɣni xa takan-ssin, xazi mizi.",xerukarsen ca ira tacand reḥwayj zabara eregwan gɣar uba tasend hmurṭ nnutakan ssin neṭiḥan ḍmura nneɣni xa takan ssin xazi mizi,,pending,
REC015_SEG0104,REC015,SPK001,train,vad_v1,846.704,852.968,6.264,data/processed/segments/REC015/REC015_SEG0104.wav,included,,no,"zi ssin iyd yəkka a wara, aməji nəqqa i wa yawya, šək d-axəwwan, naɣ, šəkk am uxəwwan.",zi ssin iyd yekka a wara ameji neqqa i wa yawya cek d axewwan naɣ cekk am uxewwan,,pending,
REC015_SEG0105,REC015,SPK001,train,vad_v1,854.488,858.952,4.464,data/processed/segments/REC015/REC015_SEG0105.wav,included,,no,həməṭ amjišijjən ḍufita ədəg ši ndəqq.,hemeṭ amjicijjen ḍufita edeg ci ndeqq,,pending,
REC015_SEG0106,REC015,SPK001,train,vad_v1,859.544,872.264,12.72,data/processed/segments/REC015/REC015_SEG0106.wav,included,,no,"atəga i day s- llaɛbəṭ aəs zig zək ḍqazas wənḍaxəwwal, wənni igaəm wuxwwal, attas attas aysəqqan qadəkkəd zi yda arlxawana, lla, ḍəmqahbar waha, mizay.",atega i day s llaɛbeṭ aes zig zek ḍqazas wenḍaxewwal wenni igaem wuxwwal attas attas ayseqqan qadekked zi yda arlxawana lla ḍemqahbar waha mizay,,pending,
REC015_SEG0107,REC015,SPK001,train,vad_v1,872.792,878.44,5.648,data/processed/segments/REC015/REC015_SEG0107.wav,included,,no,"ad in jəjisəm ṣpanyuṭqanas xwan, xwan əkkəd zi axəwam, tusmaɣisəm waha.",ad in jejisem ṣpanyuṭqanas xwan xwan ekked zi axewam tusmaɣisem waha,,pending,
REC015_SEG0108,REC015,SPK001,train,vad_v1,879.48,885.224,5.744,data/processed/segments/REC015/REC015_SEG0108.wav,included,,no,"ḍəqabəra a lxawanaaḍəmqabar waha,maša axəbwan.",ḍeqabera a lxawanaaḍemqabar waha maca axebwan,,pending,
REC015_SEG0109,REC015,SPK001,train,vad_v1,886.584,893.064,6.48,data/processed/segments/REC015/REC015_SEG0109.wav,included,,no,"nəqqat nəšrin ixəwwəm, rux yḍha ijjen yəsəm nnəɣni qqaənasən iqnayəriyən.",neqqat necrin ixewwem rux yḍha ijjen yesem nneɣni qqaenasen iqnayeriyen,,pending,
REC015_SEG0110,REC015,SPK001,train,vad_v1,894.136,897.352,3.216,data/processed/segments/REC015/REC015_SEG0110.wav,included,,no,ixəwwanan əqniyərin maša nəšna nəqqar azən ixəwwanənwha.,ixewwanan eqniyerin maca necna neqqar azen ixewwanenwha,,pending,
REC015_SEG0111,REC015,SPK001,train,vad_v1,899.512,905.384,5.872,data/processed/segments/REC015/REC015_SEG0111.wav,included,,no,"məra ḍawṭən qadas axwan məra takəsəd qaḍas taxəwwant, attas ixəwwanən tixəwwanin.",mera ḍawṭen qadas axwan mera takesed qaḍas taxewwant attas ixewwanen tixewwanin,,pending,
REC015_SEG0112,REC015,SPK001,train,vad_v1,907.896,917.544,9.648,data/processed/segments/REC015/REC015_SEG0112.wav,included,,no,"ḍin nnayən nətəmsaṭ tikəmqamin, mriš ḍ-ssəpta, nəqarasən nəšnin ṭəmriš, tiɛi šən -gimriš, ḍin attas-n iwḍan xəlṭənṭin.",ḍin nnayen netemsaṭ tikemqamin mric ḍ ssepta neqarasen necnin ṭemric tiɛi cen gimric ḍin attas n iwḍan xelṭenṭin,,pending,
REC015_SEG0113,REC015,SPK001,train,vad_v1,918.104,931.624,13.52,data/processed/segments/REC015/REC015_SEG0113.wav,included,,no,"ḍiqərɛəyyan zayḍ bu yafa ḍixəbḍanən muhim xəṭṭəndin yinni nqqənqarasən šninayəṭəmriš jin ṭaqaf nsixəf nsəm,amušmi ḍaqbir.",ḍiqerɛeyyan zayḍ bu yafa ḍixebḍanen muhim xeṭṭendin yinni nqqenqarasen cninayeṭemric jin ṭaqaf nsixef nsem amucmi ḍaqbir,,pending,
REC015_SEG0114,REC015,SPK001,train,vad_v1,932.44,934.792,2.352,data/processed/segments/REC015/REC015_SEG0114.wav,included,,no,mriš mlilya niɣ mrirya.,mric mlilya niɣ mrirya,,pending,
REC015_SEG0115,REC015,SPK001,train,vad_v1,935.288,948.904,13.616,data/processed/segments/REC015/REC015_SEG0115.wav,included,,no,"ssəpta,ssəpta rəṭtanni təmsa iawənd ɣars ussaməšḥar, ḍi ḍindafəd a ytwayaɣəra ḍindafəda əqərɛəyyənd ḍindafəd iwḍən nəṭṭa nja iwdən nəṭṭa twan ṭ-iwḍ wəra qaɛ.",ssepta ssepta reṭtanni temsa iawend ɣars ussamecḥar ḍi ḍindafed a ytwayaɣera ḍindafeda eqerɛeyyend ḍindafed iwḍen neṭṭa nja iwden neṭṭa twan ṭ iwḍ wera qaɛ,,pending,
REC015_SEG0116,REC015,SPK001,train,vad_v1,949.272,958.792,9.52,data/processed/segments/REC015/REC015_SEG0116.wav,included,,no,"ḍinn attas n isəmmawəm y a ḍas qqaniy ḍ təmsa nni, nəšši məqqaras ssəpta, ḍinn iwdan qqaras ssəbta, ḍinni wdan qqaras ssəb atta.",ḍinn attas n isemmawem y a ḍas qqaniy ḍ temsa nni necci meqqaras ssepta ḍinn iwdan qqaras ssebta ḍinni wdan qqaras sseb atta,,pending,
REC015_SEG0117,REC015,SPK001,train,vad_v1,959.192,965.0,5.808,data/processed/segments/REC015/REC015_SEG0117.wav,included,,no,xumaḍənidas nəssawar x səptaraḍ yinni astiqad aqbirə nsən wəḥəḍsən.,xumaḍenidas nessawar x septaraḍ yinni astiqad aqbire nsen weḥeḍsen,,pending,
